year,Sea_Level_mm,Region
2019,-0.1440540540540453,Pacific Ocean
2019,1.185945945945953,Pacific Ocean
2019,-3.08405405405405,Pacific Ocean
2019,0.6559459459459518,Pacific Ocean
2019,0.6059459459459546,Pacific Ocean
2019,-0.7640540540540499,Pacific Ocean
2019,1.1059459459459546,Pacific Ocean
2019,4.105945945945955,Pacific Ocean
2019,0.465945945945954,Pacific Ocean
2019,1.6459459459459538,Pacific Ocean
2019,-2.6240540540540493,Pacific Ocean
2019,1.185945945945953,Pacific Ocean
2019,0.3859459459459557,Pacific Ocean
2019,-0.5340540540540459,Pacific Ocean
2019,-3.814054054054047,Pacific Ocean
2019,-10.33405405405405,Pacific Ocean
2019,2.105945945945954,Pacific Ocean
2019,3.815945945945949,Pacific Ocean
2019,6.005945945945946,Pacific Ocean
2019,1.0259459459459492,Pacific Ocean
2019,-3.674054054054048,Pacific Ocean
2019,-0.8540540540540462,Pacific Ocean
2019,4.245945945945955,Pacific Ocean
2019,7.475945945945959,Pacific Ocean
2019,8.175945945945948,Pacific Ocean
2019,9.385945945945956,Pacific Ocean
2019,-0.5740540540540451,Pacific Ocean
2019,-4.984054054054049,Pacific Ocean
2019,-4.754054054054045,Pacific Ocean
2019,-5.604054054054046,Pacific Ocean
2019,-8.064054054054047,Pacific Ocean
2019,-2.6740540540540465,Pacific Ocean
2019,-3.684054054054045,Pacific Ocean
2019,-2.324054054054045,Pacific Ocean
2019,2.745945945945955,Pacific Ocean
2019,0.6859459459459529,Pacific Ocean
2019,1.475945945945952,Pacific Ocean
2020,0.3759459459459506,Pacific Ocean
2020,-8.90405405405405,Pacific Ocean
2020,-4.604054054054046,Pacific Ocean
2020,6.995945945945955,Pacific Ocean
2020,1.8659459459459529,Pacific Ocean
2020,-2.274054054054048,Pacific Ocean
2020,-3.1840540540540445,Pacific Ocean
2020,-4.1640540540540485,Pacific Ocean
2020,-1.6140540540540442,Pacific Ocean
2020,-0.1340540540540473,Pacific Ocean
2020,0.3659459459459526,Pacific Ocean
2020,-2.034054054054046,Pacific Ocean
2020,7.845945945945949,Pacific Ocean
2020,15.995945945945955,Pacific Ocean
2020,13.995945945945955,Pacific Ocean
2020,6.655945945945952,Pacific Ocean
2020,-2.104054054054046,Pacific Ocean
2020,-2.454054054054048,Pacific Ocean
2020,-0.3740540540540493,Pacific Ocean
2020,2.145945945945954,Pacific Ocean
2020,0.7459459459459552,Pacific Ocean
2020,-7.4240540540540465,Pacific Ocean
2020,-4.4040540540540505,Pacific Ocean
2020,-2.054054054054049,Pacific Ocean
2020,0.6759459459459549,Pacific Ocean
2020,3.8259459459459535,Pacific Ocean
2020,5.905945945945952,Pacific Ocean
2020,2.3359459459459515,Pacific Ocean
2020,-0.4940540540540468,Pacific Ocean
2020,1.7459459459459552,Pacific Ocean
2020,1.7759459459459492,Pacific Ocean
2020,-0.7340540540540488,Pacific Ocean
2020,-7.124054054054049,Pacific Ocean
2020,2.0359459459459543,Pacific Ocean
2020,4.3059459459459575,Pacific Ocean
2020,-6.1640540540540485,Pacific Ocean
2020,-4.6840540540540445,Pacific Ocean
2021,1.4059459459459518,Pacific Ocean
2021,1.6459459459459538,Pacific Ocean
2021,1.905945945945952,Pacific Ocean
2021,2.135945945945956,Pacific Ocean
2021,1.705945945945949,Pacific Ocean
2021,-2.094054054054048,Pacific Ocean
2021,-1.4140540540540485,Pacific Ocean
2021,-3.9740540540540494,Pacific Ocean
2021,-3.364054054054044,Pacific Ocean
2021,-2.324054054054045,Pacific Ocean
2021,-0.9240540540540464,Pacific Ocean
2021,2.5659459459459484,Pacific Ocean
2021,-0.8640540540540442,Pacific Ocean
2021,6.205945945945949,Pacific Ocean
2021,10.275945945945956,Pacific Ocean
2021,7.855945945945955,Pacific Ocean
2021,4.715945945945954,Pacific Ocean
2021,-0.3640540540540442,Pacific Ocean
2021,-1.6140540540540442,Pacific Ocean
2021,1.6359459459459558,Pacific Ocean
2021,12.12594594594595,Pacific Ocean
2021,16.825945945945953,Pacific Ocean
2021,7.935945945945953,Pacific Ocean
2021,9.495945945945955,Pacific Ocean
2021,6.925945945945948,Pacific Ocean
2021,8.655945945945952,Pacific Ocean
2021,4.035945945945947,Pacific Ocean
2021,2.98594594594595,Pacific Ocean
2021,0.4459459459459509,Pacific Ocean
2021,-0.544054054054051,Pacific Ocean
2021,6.265945945945951,Pacific Ocean
2021,14.155945945945952,Pacific Ocean
2021,8.505945945945946,Pacific Ocean
2021,11.415945945945955,Pacific Ocean
2021,13.305945945945956,Pacific Ocean
2021,6.525945945945956,Pacific Ocean
2021,3.115945945945945,Pacific Ocean
2021,8.59594594594595,Pacific Ocean
2021,12.075945945945952,Pacific Ocean
2021,10.785945945945947,Pacific Ocean
2021,6.205945945945949,Pacific Ocean
2021,5.145945945945947,Pacific Ocean
2021,2.965945945945954,Pacific Ocean
2021,2.665945945945957,Pacific Ocean
2021,6.385945945945956,Pacific Ocean
2021,6.025945945945956,Pacific Ocean
2021,6.045945945945952,Pacific Ocean
2021,-1.6340540540540474,Pacific Ocean
2021,0.4059459459459518,Pacific Ocean
2021,7.505945945945946,Pacific Ocean
2021,5.185945945945953,Pacific Ocean
2021,1.6259459459459509,Pacific Ocean
2022,-1.1940540540540496,Pacific Ocean
2022,2.525945945945949,Pacific Ocean
2022,7.495945945945955,Pacific Ocean
2022,6.605945945945955,Pacific Ocean
2022,1.695945945945951,Pacific Ocean
2022,2.6459459459459467,Pacific Ocean
2022,12.08594594594596,Pacific Ocean
2022,11.815945945945948,Pacific Ocean
2022,0.1459459459459537,Pacific Ocean
2022,-1.6340540540540474,Pacific Ocean
2022,5.395945945945947,Pacific Ocean
2022,6.695945945945958,Pacific Ocean
2022,8.555945945945957,Pacific Ocean
2022,14.73594594594595,Pacific Ocean
2022,-6.134054054054047,Pacific Ocean
2022,15.605945945945956,Pacific Ocean
2022,6.835945945945959,Pacific Ocean
2022,9.885945945945956,Pacific Ocean
2022,11.495945945945955,Pacific Ocean
2022,10.365945945945946,Pacific Ocean
2022,1.4159459459459498,Pacific Ocean
2022,0.975945945945952,Pacific Ocean
2022,6.775945945945956,Pacific Ocean
2022,6.755945945945946,Pacific Ocean
2022,1.23594594594595,Pacific Ocean
2022,-2.324054054054045,Pacific Ocean
2022,-6.024054054054048,Pacific Ocean
2022,-5.244054054054047,Pacific Ocean
2022,-1.8940540540540447,Pacific Ocean
2022,1.7959459459459524,Pacific Ocean
2022,1.3459459459459495,Pacific Ocean
2022,4.625945945945951,Pacific Ocean
2022,11.73594594594595,Pacific Ocean
2022,13.165945945945955,Pacific Ocean
2022,8.945945945945958,Pacific Ocean
2022,6.565945945945948,Pacific Ocean
2022,1.6559459459459518,Pacific Ocean
2022,-1.824054054054045,Pacific Ocean
2022,2.1259459459459507,Pacific Ocean
2022,3.445945945945958,Pacific Ocean
2022,1.0459459459459524,Pacific Ocean
2022,3.725945945945959,Pacific Ocean
2022,5.5959459459459495,Pacific Ocean
2022,7.665945945945957,Pacific Ocean
2022,12.825945945945952,Pacific Ocean
2022,14.215945945945954,Pacific Ocean
2022,8.865945945945946,Pacific Ocean
2022,7.675945945945948,Pacific Ocean
2022,5.73594594594595,Pacific Ocean
2022,5.795945945945952,Pacific Ocean
2022,5.625945945945951,Pacific Ocean
2022,7.545945945945952,Pacific Ocean
2022,7.995945945945955,Pacific Ocean
2022,7.135945945945956,Pacific Ocean
2022,2.2859459459459543,Pacific Ocean
2022,1.0259459459459492,Pacific Ocean
2022,3.23594594594595,Pacific Ocean
2022,-0.8340540540540502,Pacific Ocean
2022,-4.344054054054048,Pacific Ocean
2022,-6.964054054054046,Pacific Ocean
2022,0.7959459459459524,Pacific Ocean
2022,-1.314054054054047,Pacific Ocean
2022,2.3759459459459507,Pacific Ocean
2022,0.2359459459459501,Pacific Ocean
2022,3.23594594594595,Pacific Ocean
2022,2.605945945945954,Pacific Ocean
2022,15.655945945945952,Pacific Ocean
2022,19.405945945945952,Pacific Ocean
2023,11.605945945945956,Pacific Ocean
2023,9.245945945945955,Pacific Ocean
2023,14.59594594594595,Pacific Ocean
2023,14.185945945945951,Pacific Ocean
2023,8.535945945945947,Pacific Ocean
2023,6.535945945945947,Pacific Ocean
2023,10.075945945945952,Pacific Ocean
2023,9.98594594594595,Pacific Ocean
2023,15.635945945945956,Pacific Ocean
2023,20.245945945945955,Pacific Ocean
2023,18.96594594594596,Pacific Ocean
2023,17.325945945945953,Pacific Ocean
2023,6.98594594594595,Pacific Ocean
2023,5.535945945945947,Pacific Ocean
2023,5.8259459459459535,Pacific Ocean
2023,6.475945945945959,Pacific Ocean
2023,4.785945945945947,Pacific Ocean
2023,1.0459459459459524,Pacific Ocean
2023,-2.33405405405405,Pacific Ocean
2023,-2.044054054054051,Pacific Ocean
2023,5.525945945945956,Pacific Ocean
2023,8.97594594594596,Pacific Ocean
2023,12.055945945945956,Pacific Ocean
2023,13.605945945945956,Pacific Ocean
2023,14.685945945945951,Pacific Ocean
2023,17.425945945945948,Pacific Ocean
2023,15.285945945945947,Pacific Ocean
2023,15.915945945945955,Pacific Ocean
2023,14.715945945945954,Pacific Ocean
2023,13.965945945945954,Pacific Ocean
2023,9.935945945945951,Pacific Ocean
2023,8.765945945945951,Pacific Ocean
2023,6.3459459459459495,Pacific Ocean
2023,5.425945945945948,Pacific Ocean
2023,3.73594594594595,Pacific Ocean
2023,6.135945945945956,Pacific Ocean
2023,7.555945945945957,Pacific Ocean
2023,7.355945945945955,Pacific Ocean
2023,15.025945945945956,Pacific Ocean
2023,14.785945945945947,Pacific Ocean
2023,19.63594594594596,Pacific Ocean
2023,19.68594594594596,Pacific Ocean
2023,19.44594594594596,Pacific Ocean
2023,18.19594594594596,Pacific Ocean
2023,13.435945945945951,Pacific Ocean
2023,14.385945945945956,Pacific Ocean
2023,14.695945945945958,Pacific Ocean
2023,16.185945945945953,Pacific Ocean
2023,16.185945945945953,Pacific Ocean
2023,19.16594594594596,Pacific Ocean
2023,19.95594594594595,Pacific Ocean
2023,21.43594594594596,Pacific Ocean
2023,24.755945945945943,Pacific Ocean
2023,26.94594594594596,Pacific Ocean
2023,19.785945945945947,Pacific Ocean
2023,17.605945945945955,Pacific Ocean
2023,15.715945945945954,Pacific Ocean
2023,16.495945945945955,Pacific Ocean
2023,25.72594594594596,Pacific Ocean
2023,23.71594594594596,Pacific Ocean
2023,14.84594594594595,Pacific Ocean
2023,13.83594594594596,Pacific Ocean
2023,16.715945945945954,Pacific Ocean
2023,18.405945945945952,Pacific Ocean
2023,19.745945945945955,Pacific Ocean
2023,18.08594594594596,Pacific Ocean
2023,12.575945945945952,Pacific Ocean
2023,13.23594594594595,Pacific Ocean
2023,19.93594594594596,Pacific Ocean
2023,21.105945945945955,Pacific Ocean
2023,19.97594594594596,Pacific Ocean
2023,19.855945945945955,Pacific Ocean
2023,17.87594594594595,Pacific Ocean
2023,17.45594594594595,Pacific Ocean
2019,-13.76000000000002,Atlantic Ocean
2019,-2.860000000000028,Atlantic Ocean
2019,-1.180000000000021,Atlantic Ocean
2019,-4.250000000000014,Atlantic Ocean
2019,-1.0800000000000267,Atlantic Ocean
2019,8.689999999999984,Atlantic Ocean
2019,-6.200000000000024,Atlantic Ocean
2019,-7.820000000000022,Atlantic Ocean
2019,-2.680000000000021,Atlantic Ocean
2019,-4.990000000000023,Atlantic Ocean
2019,1.4999999999999858,Atlantic Ocean
2019,-2.8300000000000267,Atlantic Ocean
2019,4.719999999999985,Atlantic Ocean
2019,4.189999999999984,Atlantic Ocean
2019,5.549999999999983,Atlantic Ocean
2019,2.869999999999976,Atlantic Ocean
2019,-3.250000000000014,Atlantic Ocean
2019,-0.6300000000000239,Atlantic Ocean
2019,5.079999999999984,Atlantic Ocean
2019,-0.160000000000025,Atlantic Ocean
2019,3.5099999999999767,Atlantic Ocean
2019,-7.320000000000022,Atlantic Ocean
2019,-3.6000000000000227,Atlantic Ocean
2019,-5.070000000000022,Atlantic Ocean
2019,-3.9900000000000233,Atlantic Ocean
2019,-10.97000000000002,Atlantic Ocean
2019,3.4399999999999835,Atlantic Ocean
2019,4.189999999999984,Atlantic Ocean
2019,9.009999999999977,Atlantic Ocean
2019,0.2899999999999778,Atlantic Ocean
2019,4.119999999999976,Atlantic Ocean
2019,10.549999999999985,Atlantic Ocean
2019,13.369999999999976,Atlantic Ocean
2019,6.329999999999984,Atlantic Ocean
2019,-2.860000000000028,Atlantic Ocean
2019,1.6599999999999824,Atlantic Ocean
2019,-3.5700000000000216,Atlantic Ocean
2020,-3.5400000000000205,Atlantic Ocean
2020,8.309999999999974,Atlantic Ocean
2020,3.649999999999977,Atlantic Ocean
2020,-8.810000000000024,Atlantic Ocean
2020,-0.8800000000000239,Atlantic Ocean
2020,2.9699999999999847,Atlantic Ocean
2020,9.73999999999998,Atlantic Ocean
2020,0.0999999999999801,Atlantic Ocean
2020,3.839999999999975,Atlantic Ocean
2020,1.0099999999999767,Atlantic Ocean
2020,-4.260000000000019,Atlantic Ocean
2020,-2.990000000000024,Atlantic Ocean
2020,-10.240000000000023,Atlantic Ocean
2020,-23.600000000000023,Atlantic Ocean
2020,-2.890000000000015,Atlantic Ocean
2020,1.569999999999979,Atlantic Ocean
2020,-4.720000000000027,Atlantic Ocean
2020,2.879999999999981,Atlantic Ocean
2020,-6.620000000000019,Atlantic Ocean
2020,0.4499999999999744,Atlantic Ocean
2020,3.129999999999981,Atlantic Ocean
2020,7.619999999999976,Atlantic Ocean
2020,0.079999999999984,Atlantic Ocean
2020,0.6199999999999761,Atlantic Ocean
2020,4.929999999999978,Atlantic Ocean
2020,-9.79000000000002,Atlantic Ocean
2020,-13.58000000000002,Atlantic Ocean
2020,-8.11000000000002,Atlantic Ocean
2020,-5.550000000000026,Atlantic Ocean
2020,-5.030000000000015,Atlantic Ocean
2020,-3.15000000000002,Atlantic Ocean
2020,9.679999999999978,Atlantic Ocean
2020,3.6999999999999744,Atlantic Ocean
2020,-3.860000000000028,Atlantic Ocean
2020,-7.500000000000021,Atlantic Ocean
2020,-0.7900000000000205,Atlantic Ocean
2020,0.9699999999999848,Atlantic Ocean
2021,-10.850000000000025,Atlantic Ocean
2021,-5.940000000000019,Atlantic Ocean
2021,-5.330000000000027,Atlantic Ocean
2021,2.769999999999982,Atlantic Ocean
2021,10.149999999999975,Atlantic Ocean
2021,7.129999999999981,Atlantic Ocean
2021,9.48999999999998,Atlantic Ocean
2021,2.729999999999976,Atlantic Ocean
2021,0.2199999999999846,Atlantic Ocean
2021,-1.2700000000000244,Atlantic Ocean
2021,-0.6000000000000227,Atlantic Ocean
2021,1.0199999999999818,Atlantic Ocean
2021,-0.7600000000000193,Atlantic Ocean
2021,-3.3300000000000267,Atlantic Ocean
2021,-4.690000000000026,Atlantic Ocean
2021,3.4299999999999784,Atlantic Ocean
2021,8.869999999999976,Atlantic Ocean
2021,6.919999999999973,Atlantic Ocean
2021,9.149999999999975,Atlantic Ocean
2021,6.409999999999982,Atlantic Ocean
2021,10.669999999999972,Atlantic Ocean
2021,-3.220000000000028,Atlantic Ocean
2021,-5.490000000000023,Atlantic Ocean
2021,8.509999999999977,Atlantic Ocean
2021,9.559999999999974,Atlantic Ocean
2021,10.56999999999998,Atlantic Ocean
2021,-4.920000000000016,Atlantic Ocean
2021,-5.520000000000024,Atlantic Ocean
2021,2.6599999999999824,Atlantic Ocean
2021,3.299999999999983,Atlantic Ocean
2021,7.039999999999978,Atlantic Ocean
2021,12.48999999999998,Atlantic Ocean
2021,6.499999999999986,Atlantic Ocean
2021,-1.7500000000000142,Atlantic Ocean
2021,-6.450000000000024,Atlantic Ocean
2021,-7.410000000000018,Atlantic Ocean
2021,-4.680000000000021,Atlantic Ocean
2021,-5.160000000000025,Atlantic Ocean
2021,-0.5500000000000256,Atlantic Ocean
2021,14.659999999999982,Atlantic Ocean
2021,19.909999999999982,Atlantic Ocean
2021,12.45999999999998,Atlantic Ocean
2021,7.519999999999982,Atlantic Ocean
2021,11.619999999999976,Atlantic Ocean
2021,20.619999999999976,Atlantic Ocean
2021,21.06999999999998,Atlantic Ocean
2021,12.45999999999998,Atlantic Ocean
2021,13.529999999999973,Atlantic Ocean
2021,6.609999999999985,Atlantic Ocean
2022,10.219999999999985,Atlantic Ocean
2022,6.619999999999976,Atlantic Ocean
2022,3.7399999999999807,Atlantic Ocean
2022,1.829999999999984,Atlantic Ocean
2022,7.449999999999974,Atlantic Ocean
2022,-6.430000000000021,Atlantic Ocean
2022,-5.5600000000000165,Atlantic Ocean
2022,4.799999999999983,Atlantic Ocean
2022,4.359999999999985,Atlantic Ocean
2022,6.589999999999975,Atlantic Ocean
2022,7.299999999999983,Atlantic Ocean
2022,4.089999999999975,Atlantic Ocean
2022,0.8899999999999721,Atlantic Ocean
2022,-5.120000000000019,Atlantic Ocean
2022,-5.980000000000018,Atlantic Ocean
2022,-5.770000000000024,Atlantic Ocean
2022,-13.44000000000002,Atlantic Ocean
2022,-4.700000000000017,Atlantic Ocean
2022,-1.3400000000000176,Atlantic Ocean
2022,11.979999999999976,Atlantic Ocean
2022,12.669999999999972,Atlantic Ocean
2022,4.269999999999982,Atlantic Ocean
2022,3.799999999999983,Atlantic Ocean
2022,3.649999999999977,Atlantic Ocean
2022,3.4499999999999744,Atlantic Ocean
2022,9.48999999999998,Atlantic Ocean
2022,10.06999999999998,Atlantic Ocean
2022,12.45999999999998,Atlantic Ocean
2022,11.279999999999973,Atlantic Ocean
2022,2.869999999999976,Atlantic Ocean
2022,2.869999999999976,Atlantic Ocean
2022,2.4399999999999835,Atlantic Ocean
2022,2.0299999999999727,Atlantic Ocean
2022,9.579999999999984,Atlantic Ocean
2022,12.079999999999984,Atlantic Ocean
2022,19.939999999999984,Atlantic Ocean
2022,18.189999999999984,Atlantic Ocean
2022,3.619999999999976,Atlantic Ocean
2022,2.889999999999972,Atlantic Ocean
2022,-0.2300000000000182,Atlantic Ocean
2022,-4.340000000000018,Atlantic Ocean
2022,-8.76000000000002,Atlantic Ocean
2022,-7.700000000000024,Atlantic Ocean
2022,-5.670000000000016,Atlantic Ocean
2022,-2.5600000000000165,Atlantic Ocean
2022,5.969999999999985,Atlantic Ocean
2022,5.069999999999979,Atlantic Ocean
2022,3.549999999999983,Atlantic Ocean
2022,3.59999999999998,Atlantic Ocean
2022,0.589999999999975,Atlantic Ocean
2022,-0.5200000000000244,Atlantic Ocean
2022,-0.7100000000000222,Atlantic Ocean
2022,-0.5100000000000193,Atlantic Ocean
2022,2.4899999999999807,Atlantic Ocean
2022,4.659999999999982,Atlantic Ocean
2022,8.199999999999974,Atlantic Ocean
2022,9.039999999999978,Atlantic Ocean
2022,22.519999999999985,Atlantic Ocean
2022,22.859999999999985,Atlantic Ocean
2022,21.31999999999998,Atlantic Ocean
2022,16.389999999999972,Atlantic Ocean
2022,8.729999999999976,Atlantic Ocean
2022,5.469999999999985,Atlantic Ocean
2022,12.329999999999984,Atlantic Ocean
2022,12.669999999999972,Atlantic Ocean
2022,-3.480000000000018,Atlantic Ocean
2022,-2.710000000000022,Atlantic Ocean
2023,7.109999999999985,Atlantic Ocean
2023,10.469999999999985,Atlantic Ocean
2023,5.949999999999974,Atlantic Ocean
2023,4.029999999999973,Atlantic Ocean
2023,3.499999999999986,Atlantic Ocean
2023,5.649999999999977,Atlantic Ocean
2023,11.23999999999998,Atlantic Ocean
2023,11.719999999999985,Atlantic Ocean
2023,7.839999999999975,Atlantic Ocean
2023,5.039999999999978,Atlantic Ocean
2023,-5.240000000000023,Atlantic Ocean
2023,-2.730000000000018,Atlantic Ocean
2023,20.579999999999984,Atlantic Ocean
2023,22.58999999999997,Atlantic Ocean
2023,19.279999999999973,Atlantic Ocean
2023,11.669999999999972,Atlantic Ocean
2023,8.779999999999973,Atlantic Ocean
2023,10.70999999999998,Atlantic Ocean
2023,24.469999999999985,Atlantic Ocean
2023,20.369999999999976,Atlantic Ocean
2023,12.909999999999982,Atlantic Ocean
2023,10.869999999999976,Atlantic Ocean
2023,5.629999999999981,Atlantic Ocean
2023,7.739999999999981,Atlantic Ocean
2023,4.409999999999982,Atlantic Ocean
2023,6.899999999999977,Atlantic Ocean
2023,9.479999999999976,Atlantic Ocean
2023,10.289999999999978,Atlantic Ocean
2023,9.549999999999985,Atlantic Ocean
2023,9.079999999999984,Atlantic Ocean
2023,14.37999999999998,Atlantic Ocean
2023,10.769999999999982,Atlantic Ocean
2023,17.049999999999983,Atlantic Ocean
2023,20.30999999999997,Atlantic Ocean
2023,17.939999999999984,Atlantic Ocean
2023,17.119999999999976,Atlantic Ocean
2023,26.049999999999983,Atlantic Ocean
2023,26.109999999999985,Atlantic Ocean
2023,28.619999999999976,Atlantic Ocean
2023,24.969999999999985,Atlantic Ocean
2023,7.149999999999977,Atlantic Ocean
2023,4.919999999999973,Atlantic Ocean
2023,10.809999999999974,Atlantic Ocean
2023,14.06999999999998,Atlantic Ocean
2023,22.719999999999985,Atlantic Ocean
2023,20.499999999999982,Atlantic Ocean
2023,9.259999999999977,Atlantic Ocean
2023,9.34999999999998,Atlantic Ocean
2023,16.139999999999972,Atlantic Ocean
2023,17.799999999999983,Atlantic Ocean
2023,3.9499999999999744,Atlantic Ocean
2023,4.20999999999998,Atlantic Ocean
2023,5.859999999999985,Atlantic Ocean
2023,8.519999999999982,Atlantic Ocean
2023,13.869999999999976,Atlantic Ocean
2023,12.869999999999976,Atlantic Ocean
2023,21.34999999999998,Atlantic Ocean
2023,21.269999999999985,Atlantic Ocean
2023,9.389999999999972,Atlantic Ocean
2023,10.219999999999985,Atlantic Ocean
2023,17.149999999999977,Atlantic Ocean
2023,22.029999999999973,Atlantic Ocean
2023,18.299999999999983,Atlantic Ocean
2023,16.049999999999983,Atlantic Ocean
2023,7.639999999999972,Atlantic Ocean
2023,7.579999999999984,Atlantic Ocean
2023,5.639999999999972,Atlantic Ocean
2023,6.779999999999973,Atlantic Ocean
2023,6.309999999999974,Atlantic Ocean
2023,8.559999999999974,Atlantic Ocean
2023,11.039999999999978,Atlantic Ocean
2023,13.039999999999978,Atlantic Ocean
2023,21.219999999999985,Atlantic Ocean
2023,23.62999999999998,Atlantic Ocean
2019,-13.311351351351355,Indian Ocean
2019,-5.381351351351356,Indian Ocean
2019,-13.201351351351356,Indian Ocean
2019,-11.61135135135136,Indian Ocean
2019,-9.93135135135136,Indian Ocean
2019,-8.581351351351358,Indian Ocean
2019,-5.161351351351357,Indian Ocean
2019,-3.8113513513513553,Indian Ocean
2019,-5.231351351351357,Indian Ocean
2019,-8.57135135135136,Indian Ocean
2019,-5.421351351351355,Indian Ocean
2019,1.6586486486486365,Indian Ocean
2019,-1.9213513513513547,Indian Ocean
2019,-12.531351351351354,Indian Ocean
2019,-9.231351351351355,Indian Ocean
2019,13.558648648648642,Indian Ocean
2019,10.178648648648648,Indian Ocean
2019,-8.241351351351355,Indian Ocean
2019,-14.881351351351356,Indian Ocean
2019,-2.761351351351358,Indian Ocean
2019,5.368648648648644,Indian Ocean
2019,14.618648648648644,Indian Ocean
2019,13.298648648648635,Indian Ocean
2019,6.728648648648644,Indian Ocean
2019,-0.961351351351354,Indian Ocean
2019,2.268648648648636,Indian Ocean
2019,9.74864864864864,Indian Ocean
2019,3.318648648648648,Indian Ocean
2019,0.6086486486486393,Indian Ocean
2019,12.71864864864864,Indian Ocean
2019,12.758648648648643,Indian Ocean
2019,3.1386486486486405,Indian Ocean
2019,-3.3513513513513544,Indian Ocean
2019,3.3886486486486405,Indian Ocean
2019,17.038648648648646,Indian Ocean
2019,10.228648648648644,Indian Ocean
2019,3.4686486486486388,Indian Ocean
2020,-4.811351351351355,Indian Ocean
2020,-5.091351351351356,Indian Ocean
2020,3.038648648648646,Indian Ocean
2020,5.838648648648643,Indian Ocean
2020,5.228648648648644,Indian Ocean
2020,-1.221351351351359,Indian Ocean
2020,-1.6713513513513547,Indian Ocean
2020,4.008648648648645,Indian Ocean
2020,8.148648648648646,Indian Ocean
2020,10.13864864864864,Indian Ocean
2020,1.268648648648636,Indian Ocean
2020,5.798648648648637,Indian Ocean
2020,1.8486486486486484,Indian Ocean
2020,-5.631351351351356,Indian Ocean
2020,-24.23135135135136,Indian Ocean
2020,-12.75135135135136,Indian Ocean
2020,-1.391351351351361,Indian Ocean
2020,9.298648648648635,Indian Ocean
2020,10.318648648648647,Indian Ocean
2020,1.788648648648646,Indian Ocean
2020,-1.9213513513513547,Indian Ocean
2020,14.578648648648638,Indian Ocean
2020,3.1186486486486444,Indian Ocean
2020,2.008648648648645,Indian Ocean
2020,-10.211351351351354,Indian Ocean
2020,2.588648648648644,Indian Ocean
2020,2.048648648648637,Indian Ocean
2020,9.60864864864864,Indian Ocean
2020,15.678648648648648,Indian Ocean
2020,8.228648648648644,Indian Ocean
2020,10.078648648648638,Indian Ocean
2020,-4.32135135135136,Indian Ocean
2020,7.168648648648642,Indian Ocean
2020,8.99864864864864,Indian Ocean
2020,2.3486486486486484,Indian Ocean
2020,17.518648648648636,Indian Ocean
2020,14.928648648648648,Indian Ocean
2021,24.458648648648648,Indian Ocean
2021,22.71864864864864,Indian Ocean
2021,18.198648648648643,Indian Ocean
2021,1.6986486486486427,Indian Ocean
2021,0.2886486486486461,Indian Ocean
2021,-2.4113513513513567,Indian Ocean
2021,0.978648648648644,Indian Ocean
2021,1.6886486486486376,Indian Ocean
2021,2.0986486486486484,Indian Ocean
2021,0.3886486486486404,Indian Ocean
2021,2.0986486486486484,Indian Ocean
2021,4.838648648648643,Indian Ocean
2021,3.028648648648641,Indian Ocean
2021,7.9086486486486365,Indian Ocean
2021,-6.741351351351355,Indian Ocean
2021,-12.661351351351357,Indian Ocean
2021,-13.801351351351355,Indian Ocean
2021,-4.3713513513513576,Indian Ocean
2021,-4.93135135135136,Indian Ocean
2021,0.488648648648649,Indian Ocean
2021,3.228648648648644,Indian Ocean
2021,-3.54135135135136,Indian Ocean
2021,-19.28135135135136,Indian Ocean
2021,-5.61135135135136,Indian Ocean
2021,22.26864864864864,Indian Ocean
2021,23.228648648648644,Indian Ocean
2021,26.74864864864864,Indian Ocean
2021,27.41864864864864,Indian Ocean
2021,-1.881351351351356,Indian Ocean
2021,-16.371351351351358,Indian Ocean
2021,0.298648648648637,Indian Ocean
2021,-4.481351351351357,Indian Ocean
